,date,name,budget,domesticgross,worldwidegross,Total,Result
273,6/24/2016,Free State of Jones,"$50,000,000","$20,810,036","$23,151,917",43961953.0,Loss
274,2/14/2013,Beautiful Creatures,"$50,000,000","$19,452,138","$60,282,876",79735014.0,Profit
275,2/16/2018,Early Man,"$50,000,000","$8,267,544","$36,204,139",44471683.0,Loss
276,4/17/2015,Child 44,"$50,000,000","$1,224,330","$3,434,330",4658660.0,Loss
277,3/15/2013,Upside Down,"$50,000,000","$102,118","$26,387,039",26489157.0,Loss
278,10/2/2015,Shanghai,"$50,000,000","$46,425","$15,505,922",15552347.0,Loss
279,3/6/2015,Chappie,"$49,000,000","$31,569,268","$105,002,056",136571324.0,Profit
280,1/9/2015,Taken 3,"$48,000,000","$89,256,424","$327,656,424",416912848.0,Profit
281,7/13/2016,The Infiltrator,"$47,500,000","$15,436,808","$18,693,373",34130181.0,Loss
282,11/11/2016,Arrival,"$47,000,000","$100,546,139","$203,178,872",303725011.0,Profit
283,12/23/2016,Silence,"$46,500,000","$7,100,177","$16,377,381",23477558.0,Loss
284,9/20/2013,Prisoners,"$46,000,000","$61,002,302","$113,402,302",174404604.0,Profit
285,12/22/2017,Pitch Perfect 3,"$45,000,000","$104,897,530","$185,736,988",290634518.0,Profit
286,10/7/2016,The Girl on the Train,"$45,000,000","$75,395,035","$170,327,930",245722965.0,Profit
287,12/9/2016,Office Christmas Party,"$45,000,000","$54,767,494","$91,342,494",146109988.0,Profit
288,5/23/2014,Blended,"$45,000,000","$46,290,741","$127,990,741",174281482.0,Profit
289,6/16/2017,All Eyez on Me,"$45,000,000","$44,922,302","$54,876,855",99799157.0,Profit
290,2/6/2014,The Interview,"$44,000,000","$6,105,175","$12,342,632",18447807.0,Loss
291,6/28/2013,The Heat,"$43,000,000","$159,581,587","$229,727,774",389309361.0,Profit
292,1/6/2017,A Monster Calls,"$43,000,000","$3,740,823","$46,422,066",50162889.0,Profit
293,5/12/2017,Snatched,"$42,000,000","$45,852,178","$57,852,177",103704355.0,Profit
294,2/13/2015,Fifty Shades of Grey,"$40,000,000","$166,167,230","$570,998,101",737165331.0,Profit
295,12/13/2013,American Hustle,"$40,000,000","$150,117,807","$257,878,294",407996101.0,Profit
296,7/25/2014,Lucy,"$40,000,000","$126,573,960","$457,507,776",584081736.0,Profit
297,12/25/2013,Lone Survivor,"$40,000,000","$125,095,601","$149,804,632",274900233.0,Profit
298,6/10/2016,The Conjuring 2: The Enfield Poltergeist,"$40,000,000","$102,470,008","$311,270,008",413740016.0,Profit
299,4/12/2013,42,"$40,000,000","$95,020,213","$97,470,701",192490914.0,Profit
300,2/10/2017,John Wick: Chapter Two,"$40,000,000","$92,029,184","$171,529,184",263558368.0,Profit
301,1/15/2016,Ride Along 2,"$40,000,000","$90,862,685","$124,827,316",215690001.0,Profit
302,3/27/2015,Get Hard,"$40,000,000","$90,411,453","$106,511,453",196922906.0,Profit
303,10/14/2016,The Accountant,"$40,000,000","$86,260,045","$153,060,045",239320090.0,Profit
304,11/14/2014,Dumb and Dumber To,"$40,000,000","$86,208,010","$156,553,592",242761602.0,Profit
305,4/25/2014,The Other Woman,"$40,000,000","$83,911,193","$195,111,193",279022386.0,Profit
306,9/25/2015,The Intern,"$40,000,000","$75,764,672","$197,232,734",272997406.0,Profit
307,10/16/2015,Bridge of Spies,"$40,000,000","$72,313,754","$162,610,473",234924227.0,Profit
308,11/4/2016,Hacksaw Ridge,"$40,000,000","$67,209,615","$160,234,705",227444320.0,Profit
309,2/15/2013,Escape From Planet Earth,"$40,000,000","$57,012,977","$74,156,610",131169587.0,Profit
310,11/26/2014,Horrible Bosses 2,"$40,000,000","$54,445,357","$105,945,357",160390714.0,Profit
311,6/20/2014,Jersey Boys,"$40,000,000","$47,047,013","$65,282,732",112329745.0,Profit
312,5/30/2014,A Million Ways to Die in The West,"$40,000,000","$42,720,965","$86,778,557",129499522.0,Profit
313,7/18/2014,Sex Tape,"$40,000,000","$38,543,473","$126,069,509",164612982.0,Profit
314,12/21/2016,Patriots Day,"$40,000,000","$31,886,361","$52,461,361",84347722.0,Profit
315,12/25/2013,Grudge Match,"$40,000,000","$29,807,260","$69,807,260",99614520.0,Profit
316,8/11/2017,The Nut Job 2: Nutty by Nature,"$40,000,000","$28,370,522","$57,943,808",86314330.0,Profit
317,1/27/2017,Resident Evil: The Final Chapter,"$40,000,000","$26,844,692","$307,353,906",334198598.0,Profit
318,6/30/2017,The House,"$40,000,000","$25,584,504","$31,192,743",56777247.0,Profit
319,3/20/2015,The Gunman,"$40,000,000","$10,664,749","$13,853,999",24518748.0,Loss
320,8/16/2013,Paranoia,"$40,000,000","$7,388,654","$16,340,767",23729421.0,Loss
321,7/10/2015,Baahubali: The Beginning,"$40,000,000","$6,738,000","$26,736,665",33474665.0,Loss
322,3/9/2018,The Hurricane Heist,"$40,000,000","$6,115,824","$12,724,991",18840815.0,Loss
323,11/25/2015,Victor Frankenstein,"$40,000,000","$5,775,076","$33,175,076",38950152.0,Loss
324,6/27/2014,Snowpiercer,"$40,000,000","$4,563,029","$88,069,880",92632909.0,Profit
325,11/11/2016,Billy Lynnâs Long Halftime Walk,"$40,000,000","$1,738,477","$25,863,458",27601935.0,Loss
326,8/23/2013,Yi dai zong shi,"$38,600,000","$6,594,959","$57,987,299",64582258.0,Profit
327,6/2/2017,Captain Underpants: The First Epic Movie,"$38,000,000","$73,921,000","$123,261,024",197182024.0,Profit
328,4/17/2015,Paul Blart: Mall Cop 2,"$38,000,000","$71,091,594","$107,650,646",178742240.0,Profit
329,12/23/2016,Why Him?,"$38,000,000","$60,323,786","$117,523,786",177847572.0,Profit
330,9/6/2013,Riddick,"$38,000,000","$42,025,135","$94,763,758",136788893.0,Profit
331,1/22/2016,The 5th Wave,"$38,000,000","$34,912,982","$111,336,398",146249380.0,Profit
332,9/20/2013,Rush,"$38,000,000","$26,947,624","$98,230,839",125178463.0,Profit
333,10/20/2017,Only the Brave,"$38,000,000","$18,340,051","$21,752,792",40092843.0,Profit
334,8/7/2013,We're the Millers,"$37,000,000","$150,394,119","$267,816,276",418210395.0,Profit
335,11/25/2015,Creed,"$37,000,000","$109,767,581","$173,567,581",283335162.0,Profit
336,2/23/2018,Game Night,"$37,000,000","$68,951,586","$117,151,586",186103172.0,Profit
337,2/12/2016,How to be Single,"$37,000,000","$46,843,513","$99,595,932",146439445.0,Profit
338,5/29/2015,Aloha,"$37,000,000","$21,052,030","$24,935,799",45987829.0,Profit
339,9/12/2014,Dolphin Tale 2,"$36,000,000","$42,024,533","$57,824,533",99849066.0,Profit
340,12/16/2016,Collateral Beauty,"$36,000,000","$31,016,021","$85,315,070",116331091.0,Profit
341,1/22/2016,Yip Man 3,"$36,000,000","$2,679,437","$156,835,197",159514634.0,Profit
342,9/8/2017,It,"$35,000,000","$327,481,748","$697,459,228",1024940976.0,Profit
343,2/8/2013,Identity Thief,"$35,000,000","$134,506,920","$175,361,578",309868498.0,Profit
344,7/17/2015,Trainwreck,"$35,000,000","$110,212,700","$141,123,897",251336597.0,Profit
345,12/13/2013,Saving Mr. Banks,"$35,000,000","$83,299,761","$114,962,525",198262286.0,Profit
346,5/20/2016,Neighbors 2: Sorority Rising,"$35,000,000","$55,340,730","$108,758,521",164099251.0,Profit
347,5/22/2015,Poltergeist,"$35,000,000","$47,425,125","$95,825,125",143250250.0,Profit
348,1/19/2018,12 Strong,"$35,000,000","$45,500,164","$69,687,337",115187501.0,Profit
349,5/8/2015,Hot Pursuit,"$35,000,000","$34,580,201","$45,680,201",80260402.0,Profit
350,12/25/2015,Concussion,"$35,000,000","$34,531,832","$50,363,790",84895622.0,Profit
351,10/13/2017,The Foreigner,"$35,000,000","$34,393,507","$140,783,646",175177153.0,Profit
352,9/16/2016,Bridget Jonesâs Baby,"$35,000,000","$24,139,805","$203,555,567",227695372.0,Profit
353,3/4/2016,Whiskey Tango Foxtrot,"$35,000,000","$23,083,334","$24,915,969",47999303.0,Profit
354,8/21/2015,Hitman: Agent 47,"$35,000,000","$22,467,450","$81,967,450",104434900.0,Profit
355,6/1/2018,Adrift,"$35,000,000","$21,740,025","$22,539,025",44279050.0,Profit
356,1/18/2013,Broken City,"$35,000,000","$19,701,164","$34,480,045",54181209.0,Profit
357,1/25/2013,Parker,"$35,000,000","$17,616,641","$48,543,388",66160029.0,Profit
358,3/28/2014,Sabotage,"$35,000,000","$10,508,518","$18,376,443",28884961.0,Loss
359,3/6/2015,Unfinished Business,"$35,000,000","$10,219,501","$12,819,501",23039002.0,Loss
360,9/30/2015,The Walk,"$35,000,000","$10,161,183","$61,197,045",71358228.0,Profit
361,11/29/2013,Mandela: Long Walk to Freedom,"$35,000,000","$8,323,085","$29,890,402",38213487.0,Profit
362,3/11/2016,The Brothers Grimsby,"$35,000,000","$6,864,016","$28,721,408",35585424.0,Profit
363,10/20/2017,The Snowman,"$35,000,000","$6,670,765","$43,232,849",49903614.0,Profit
364,4/22/2016,A Hologram for the King,"$35,000,000","$4,212,494","$11,848,058",16060552.0,Loss
365,6/28/2017,Baby Driver,"$34,000,000","$107,825,862","$228,104,185",335930047.0,Profit
366,9/19/2014,The Maze Runner,"$34,000,000","$102,427,862","$348,319,861",450747723.0,Profit
367,4/10/2015,The Longest Ride,"$34,000,000","$37,446,117","$63,802,928",101249045.0,Profit
368,9/5/2014,Thunder and the House of Magic,"$34,000,000","$4,091","$11,092,749",11096840.0,Loss
369,7/8/2016,Mike and Dave Need Wedding Dates,"$33,000,000","$46,009,673","$75,909,673",121919346.0,Profit
370,7/31/2015,The Young and Prodigious T.S. Spivet,"$33,000,000","$176,847","$357,687",534534.0,Loss
371,10/30/2015,Freaks of Nature,"$33,000,000","$70,958","$70,958",141916.0,Loss
372,4/26/2013,The Big Wedding,"$32,500,000","$21,819,348","$48,425,971",70245319.0,Profit
373,6/12/2013,This is the End,"$32,000,000","$101,470,202","$126,539,117",228009319.0,Profit
374,4/20/2018,I Feel Pretty,"$32,000,000","$48,619,500","$79,405,500",128025000.0,Profit
375,3/15/2013,The Incredible Burt Wonderstone,"$32,000,000","$22,537,881","$27,392,609",49930490.0,Profit
376,4/15/2016,Criminal,"$31,500,000","$14,708,696","$38,771,262",53479958.0,Profit
377,3/7/2014,The Grand Budapest Hotel,"$31,000,000","$59,076,019","$164,350,409",223426428.0,Profit
378,7/29/2015,Vacation,"$31,000,000","$58,884,188","$101,287,415",160171603.0,Profit
379,8/16/2013,Lee Daniels' The Butler,"$30,000,000","$116,632,095","$177,025,498",293657593.0,Profit
380,12/18/2015,Sisters,"$30,000,000","$87,044,645","$106,030,660",193075305.0,Profit
381,8/18/2017,The Hitmanâs Bodyguard,"$30,000,000","$75,468,583","$172,779,292",248247875.0,Profit
382,2/1/2013,Warm Bodies,"$30,000,000","$66,380,662","$115,121,608",181502270.0,Profit
383,1/17/2014,The Nut Job,"$30,000,000","$64,251,538","$122,529,966",186781504.0,Profit
384,7/24/2015,Southpaw,"$30,000,000","$52,421,953","$94,207,861",146629814.0,Profit
385,7/28/2017,Atomic Blonde,"$30,000,000","$51,573,925","$98,368,372",149942297.0,Profit
386,5/11/2018,Life of the Party,"$30,000,000","$50,266,577","$58,966,577",109233154.0,Profit
387,9/18/2015,Sicario,"$30,000,000","$46,889,293","$84,448,946",131338239.0,Profit
388,1/19/2018,Den of Thieves,"$30,000,000","$44,947,622","$79,424,321",124371943.0,Profit
389,10/24/2014,John Wick,"$30,000,000","$43,037,835","$76,235,001",119272836.0,Profit
390,4/24/2015,The Age of Adaline,"$30,000,000","$42,629,776","$69,057,415",111687191.0,Profit
391,9/13/2013,The Family,"$30,000,000","$36,918,811","$51,078,541",87997352.0,Profit
392,2/9/2018,The 15:17 to Paris,"$30,000,000","$36,250,957","$56,096,971",92347928.0,Profit
393,10/18/2013,Carrie,"$30,000,000","$35,266,619","$82,409,520",117676139.0,Profit
394,3/2/2018,Death Wish,"$30,000,000","$34,017,028","$48,578,424",82595452.0,Profit
395,6/3/2015,Entourage,"$30,000,000","$32,363,404","$46,352,925",78716329.0,Profit
396,2/8/2013,Side Effects,"$30,000,000","$32,172,757","$66,742,138",98914895.0,Profit
397,7/2/2014,Deliver Us from Evil,"$30,000,000","$30,577,122","$87,956,618",118533740.0,Profit
398,8/1/2014,Get on Up,"$30,000,000","$30,569,935","$33,339,868",63909803.0,Profit
399,8/25/2017,Ballerina,"$30,000,000","$21,858,070","$96,921,549",118779619.0,Profit
400,10/4/2013,Runner Runner,"$30,000,000","$19,316,646","$60,512,680",79829326.0,Profit
401,4/28/2017,Baahubali 2: The Conclusion,"$30,000,000","$18,985,794","$263,502,914",282488708.0,Profit
402,10/9/2015,Steve Jobs,"$30,000,000","$17,766,658","$35,579,007",53345665.0,Profit
403,1/18/2013,The Last Stand,"$30,000,000","$12,050,299","$48,330,757",60381056.0,Profit
404,3/8/2013,Dead Man Down,"$30,000,000","$10,895,295","$19,599,974",30495269.0,Profit
405,2/2/2018,Bilal: A New Breed of Hero,"$30,000,000","$490,515","$636,684",1127199.0,Loss
406,1/30/2015,Wild Card,"$30,000,000","$3,200","$929,157",932357.0,Loss
407,6/5/2015,United Passions,"$30,000,000",$918,"$168,832",169750.0,Loss
408,2/24/2017,Collide,"$29,200,000","$2,280,004","$5,278,519",7558523.0,Loss
409,5/15/2015,Pitch Perfect 2,"$29,000,000","$184,296,230","$287,641,616",471937846.0,Profit
410,4/8/2016,The Boss,"$29,000,000","$63,077,560","$78,652,395",141729955.0,Profit
411,8/18/2017,Logan Lucky,"$29,000,000","$27,778,642","$39,632,019",67410661.0,Profit
412,8/12/2016,Florence Foster Jenkins,"$29,000,000","$27,383,770","$56,017,691",83401461.0,Profit
413,8/14/2015,Straight Outta Compton,"$28,000,000","$161,197,785","$202,182,981",363380766.0,Profit
414,7/21/2017,Girls Trip,"$28,000,000","$115,108,515","$140,886,353",255994868.0,Profit
415,11/1/2017,A Bad Moms Christmas,"$28,000,000","$72,110,659","$127,710,659",199821318.0,Profit
416,2/14/2013,Safe Haven,"$28,000,000","$71,399,120","$94,050,951",165450071.0,Profit
417,12/11/2015,The Big Short,"$28,000,000","$70,259,870","$133,162,752",203422622.0,Profit
418,10/10/2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$28,000,000","$66,954,149","$101,379,287",168333436.0,Profit
419,1/28/2013,Last Vegas,"$28,000,000","$63,914,167","$112,914,167",176828334.0,Profit
420,2/21/2014,3 Days to Kill,"$28,000,000","$30,697,999","$38,959,900",69657899.0,Profit
421,8/16/2013,Kick-Ass 2,"$28,000,000","$28,795,985","$63,129,909",91925894.0,Profit
422,9/19/2014,A Walk Among the Tombstones,"$28,000,000","$26,017,685","$62,108,587",88126272.0,Profit
423,4/25/2014,Brick Mansions,"$28,000,000","$20,396,829","$73,421,224",93818053.0,Profit
424,8/21/2015,American Ultra,"$28,000,000","$14,439,985","$30,295,076",44735061.0,Profit
425,2/5/2016,Pride and Prejudice and Zombies,"$28,000,000","$10,907,291","$16,311,335",27218626.0,Loss
426,10/30/2015,Our Brand is Crisis,"$28,000,000","$7,002,261","$8,592,432",15594693.0,Loss
427,5/13/2016,Money Monster,"$27,000,000","$41,012,075","$93,469,699",134481774.0,Profit
428,11/23/2016,Rules Donât Apply,"$26,700,000","$3,652,206","$3,871,448",7523654.0,Loss
429,4/26/2013,Pain & Gain,"$26,000,000","$49,875,291","$81,275,291",131150582.0,Profit
430,10/17/2014,The Best of Me,"$26,000,000","$26,766,213","$41,059,418",67825631.0,Profit
431,7/10/2015,Self/Less,"$26,000,000","$12,279,691","$33,713,827",45993518.0,Profit
432,10/18/2013,The Fifth Estate,"$26,000,000","$3,254,172","$6,154,172",9408344.0,Loss
433,3/21/2014,Blood Ties,"$26,000,000","$42,472","$2,923,959",2966431.0,Loss
434,12/25/2016,Hidden Figures,"$25,000,000","$169,607,287","$231,800,856",401408143.0,Profit
435,1/17/2014,Ride Along,"$25,000,000","$134,202,565","$153,733,800",287936365.0,Profit
436,1/27/2017,A Dogâs Purpose,"$25,000,000","$64,321,890","$204,763,031",269084921.0,Profit
437,12/13/2013,Tyler Perry's A Madea Christmas,"$25,000,000","$52,543,354","$52,543,354",105086708.0,Profit
438,8/15/2014,The Giver,"$25,000,000","$45,090,374","$55,090,374",100180748.0,Profit
439,11/20/2015,The Night Before,"$25,000,000","$43,035,725","$52,427,346",95463071.0,Profit
440,12/25/2013,August: Osage County,"$25,000,000","$37,738,810","$50,738,810",88477620.0,Profit
441,5/16/2014,Million Dollar Arm,"$25,000,000","$36,447,959","$39,217,912",75665871.0,Profit
442,12/10/2014,The Gambler,"$25,000,000","$33,680,992","$38,718,031",72399023.0,Profit
443,4/29/2016,Motherâs Day,"$25,000,000","$32,492,859","$52,380,013",84872872.0,Profit
444,2/17/2017,Fist Fight,"$25,000,000","$32,187,017","$40,287,017",72474034.0,Profit
445,4/11/2014,Draft Day,"$25,000,000","$28,842,237","$29,847,480",58689717.0,Profit
446,2/3/2017,Rings,"$25,000,000","$27,793,018","$82,991,460",110784478.0,Profit
447,8/5/2015,Shaun the Sheep,"$25,000,000","$19,375,982","$101,937,062",121313044.0,Profit
448,3/24/2017,CHiPS,"$25,000,000","$18,600,152","$23,190,697",41790849.0,Profit
449,12/22/2017,Father Figures,"$25,000,000","$17,501,244","$20,597,799",38099043.0,Profit
450,10/25/2013,The Counselor,"$25,000,000","$16,973,715","$71,009,334",87983049.0,Profit
451,9/22/2017,Battle of the Sexes,"$25,000,000","$12,638,526","$17,860,286",30498812.0,Profit
452,11/13/2015,The 33,"$25,000,000","$12,227,722","$28,400,715",40628437.0,Profit
453,9/1/2017,Tulip Fever,"$25,000,000","$2,455,635","$4,080,955",6536590.0,Loss
454,11/20/2015,Legend,"$25,000,000","$1,872,994","$42,642,077",44515071.0,Profit
455,1/29/2016,Jane Got a Gun,"$25,000,000","$1,513,793","$3,771,345",5285138.0,Loss
456,3/22/2013,On the Road,"$25,000,000","$720,828","$9,313,302",10034130.0,Loss
457,4/24/2015,Yi ge ren de wu lin,"$25,000,000","$129,115","$129,115",258230.0,Loss
458,6/20/2014,Think Like a Man Too,"$24,000,000","$65,028,687","$70,027,933",135056620.0,Profit
459,4/7/2017,Going in Style,"$24,000,000","$45,018,541","$78,714,211",123732752.0,Profit
460,1/16/2015,The Wedding Ringer,"$23,000,000","$64,460,211","$80,171,596",144631807.0,Profit
461,1/10/2014,Her,"$23,000,000","$25,568,251","$48,422,461",73990712.0,Profit
462,2/26/2016,Eddie the Eagle,"$23,000,000","$15,789,389","$45,121,177",60910566.0,Profit
463,6/28/2013,Redemption,"$23,000,000","$36,686","$13,593,473",13630159.0,Loss
464,11/18/2016,Nocturnal Animals,"$22,500,000","$10,663,357","$31,159,084",41822441.0,Profit
465,4/24/2015,The Water Diviner,"$22,500,000","$4,200,117","$30,864,649",35064766.0,Profit
466,2/28/2014,Son of God,"$22,000,000","$59,700,064","$70,949,793",130649857.0,Profit
467,8/8/2014,The Hundred-Foot Journey,"$22,000,000","$54,235,441","$94,270,488",148505929.0,Profit
468,11/22/2013,Delivery Man,"$22,000,000","$30,659,817","$70,536,870",101196687.0,Profit
469,2/5/2016,"Hail, Caesar!","$22,000,000","$30,080,225","$64,171,419",94251644.0,Profit
470,5/19/2017,Diary of a Wimpy Kid: The Long Haul,"$22,000,000","$20,738,724","$35,355,942",56094666.0,Profit
471,11/27/2013,Homefront,"$22,000,000","$20,158,492","$51,695,362",71853854.0,Profit
472,9/4/2015,The Transporter Refueled,"$22,000,000","$16,029,670","$69,698,495",85728165.0,Profit
473,11/17/2017,"Roman J. Israel, Esq.","$22,000,000","$11,962,712","$12,791,488",24754200.0,Profit
474,12/4/2013,Out of the Furnace,"$22,000,000","$11,330,849","$15,434,375",26765224.0,Profit
475,12/8/2017,Just Getting Started,"$22,000,000","$6,069,605","$6,756,452",12826057.0,Loss
476,10/31/2014,Before I Go to Sleep,"$22,000,000","$3,242,457","$19,563,579",22806036.0,Profit
477,4/6/2018,Blockers,"$21,000,000","$59,775,230","$92,275,230",152050460.0,Profit
478,2/24/2017,Bitter Harvest,"$21,000,000","$557,241","$606,162",1163403.0,Loss
479,12/9/2016,La La Land,"$20,000,000","$151,101,803","$427,535,542",578637345.0,Profit
480,7/19/2013,The Conjuring,"$20,000,000","$137,400,141","$318,000,141",455400282.0,Profit
481,11/17/2017,Wonder,"$20,000,000","$132,422,809","$299,763,330",432186139.0,Profit
482,7/29/2016,Bad Moms,"$20,000,000","$113,257,297","$181,457,297",294714594.0,Profit
483,7/2/2014,Tammy,"$20,000,000","$84,525,432","$96,407,655",180933087.0,Profit
484,10/21/2016,Tyler Perryâs Boo! A Madea Halloween,"$20,000,000","$73,206,343","$73,206,343",146412686.0,Profit
485,10/18/2013,12 Years a Slave,"$20,000,000","$56,671,993","$181,025,343",237697336.0,Profit
486,6/3/2016,Me Before You,"$20,000,000","$56,245,075","$205,445,075",261690150.0,Profit
487,4/15/2016,Barbershop: The Next Cut,"$20,000,000","$54,030,051","$54,404,202",108434253.0,Profit
488,1/9/2015,Selma,"$20,000,000","$52,076,908","$66,776,908",118853816.0,Profit
489,10/20/2017,Tyler Perryâs Boo 2! A Madea Halloween,"$20,000,000","$47,319,572","$47,879,572",95199144.0,Profit
490,11/6/2015,Spotlight,"$20,000,000","$45,055,776","$92,207,359",137263135.0,Profit
491,3/30/2018,Acrimony,"$20,000,000","$43,549,096","$46,432,668",89981764.0,Profit
492,6/26/2015,Max,"$20,000,000","$42,656,255","$43,658,157",86314412.0,Profit
493,11/17/2017,The Star,"$20,000,000","$40,847,995","$62,011,755",102859750.0,Profit
494,7/27/2016,Nerve,"$20,000,000","$38,583,626","$61,680,792",100264418.0,Profit
495,2/19/2016,Risen,"$20,000,000","$36,880,033","$46,255,763",83135796.0,Profit
496,1/4/2013,Texas Chainsaw 3D,"$20,000,000","$34,341,945","$47,666,013",82007958.0,Profit
497,9/19/2014,This is Where I Leave You,"$20,000,000","$34,296,320","$41,296,320",75592640.0,Profit
498,4/12/2013,Scary Movie V,"$20,000,000","$32,015,787","$78,613,981",110629768.0,Profit
499,8/23/2013,The World's End,"$20,000,000","$26,004,851","$47,508,505",73513356.0,Profit
500,2/14/2014,Endless Love,"$20,000,000","$23,438,250","$34,718,173",58156423.0,Profit
501,6/16/2017,Rough Night,"$20,000,000","$22,105,643","$46,844,357",68950000.0,Profit
502,11/20/2015,Secret in Their Eyes,"$20,000,000","$20,180,155","$30,808,558",50988713.0,Profit
503,3/31/2017,The Zookeeperâs Wife,"$20,000,000","$17,445,186","$24,521,550",41966736.0,Profit
504,9/29/2017,Flatliners,"$20,000,000","$16,883,115","$45,075,341",61958456.0,Profit
505,10/30/2015,Burnt,"$20,000,000","$13,651,946","$32,632,668",46284614.0,Profit
506,2/26/2016,Triple 9,"$20,000,000","$12,639,297","$25,943,792",38583089.0,Profit
507,9/2/2016,The Light Between Oceans,"$20,000,000","$12,545,979","$19,773,031",32319010.0,Profit
508,6/3/2016,Popstar: Never Stop Never Stopping,"$20,000,000","$9,496,130","$9,537,120",19033250.0,Loss
509,10/27/2017,Thank You for Your Service,"$20,000,000","$9,479,390","$9,718,331",19197721.0,Loss
510,9/20/2013,Battle of the Year,"$20,000,000","$8,888,355","$16,723,377",25611732.0,Profit
511,4/29/2016,Ratchet and Clank,"$20,000,000","$8,813,410","$11,813,410",20626820.0,Profit
512,12/12/2014,Inherent Vice,"$20,000,000","$8,110,975","$14,772,346",22883321.0,Profit
513,10/11/2013,Machete Kills,"$20,000,000","$8,008,161","$18,273,009",26281170.0,Profit
514,4/24/2015,Little Boy,"$20,000,000","$6,485,961","$17,684,355",24170316.0,Profit
515,12/31/2014,A Most Violent Year,"$20,000,000","$5,749,134","$6,071,433",11820567.0,Loss
516,8/26/2016,Hands of Stone,"$20,000,000","$4,712,792","$5,032,013",9744805.0,Loss
517,11/3/2017,LBJ,"$20,000,000","$2,468,683","$2,496,118",4964801.0,Loss
518,11/13/2015,My All-American,"$20,000,000","$2,246,000","$2,246,000",4492000.0,Loss
519,4/28/2017,JÃ¬yÃ¬ dÃ shÄ«,"$20,000,000","$587,470","$43,326,383",43913853.0,Profit
520,11/13/2015,By the Sea,"$20,000,000","$538,460","$3,727,746",4266206.0,Loss
521,10/30/2015,Regression,"$20,000,000","$55,039","$14,883,495",14938534.0,Loss
522,12/1/2017,The Shape of Water,"$19,500,000","$63,859,435","$190,395,600",254255035.0,Profit
523,8/12/2016,Sausage Party,"$19,000,000","$97,670,358","$141,354,394",239024752.0,Profit
524,11/8/2013,The Book Thief,"$19,000,000","$21,488,481","$76,086,711",97575192.0,Profit
525,6/1/2018,Action Point,"$19,000,000","$4,448,033","$4,448,033",8896066.0,Loss
526,5/9/2014,Neighbors,"$18,000,000","$150,086,800","$270,944,428",421031228.0,Profit
527,3/25/2016,My Big Fat Greek Wedding 2,"$18,000,000","$59,689,605","$92,048,018",151737623.0,Profit
528,9/11/2015,The Perfect Guy,"$18,000,000","$57,027,435","$60,278,166",117305601.0,Profit
529,10/17/2014,Birdman or (The Unexpected Virtue of Ignorance),"$18,000,000","$42,340,598","$103,215,094",145555692.0,Profit
530,7/26/2013,Blue Jasmine,"$18,000,000","$33,404,871","$102,912,961",136317832.0,Profit
531,8/7/2015,Ricki and the Flash,"$18,000,000","$26,839,498","$41,166,033",68005531.0,Profit
532,11/13/2015,Love the Coopers,"$18,000,000","$26,302,731","$42,167,286",68470017.0,Profit
533,4/28/2017,The Circle,"$18,000,000","$20,497,844","$40,651,864",61149708.0,Profit
534,1/15/2016,Norm of the North,"$18,000,000","$17,062,499","$27,392,195",44454694.0,Profit
535,8/16/2013,Jobs,"$18,000,000","$16,131,410","$43,402,515",59533925.0,Profit
536,7/25/2014,And So It Goes,"$18,000,000","$15,160,801","$17,762,041",32922842.0,Profit
537,1/31/2014,Labor Day,"$18,000,000","$13,371,528","$14,189,810",27561338.0,Profit
538,8/30/2013,Getaway,"$18,000,000","$10,501,938","$11,813,989",22315927.0,Profit
539,4/11/2014,The Railway Man,"$18,000,000","$4,438,438","$23,910,210",28348648.0,Profit
540,3/18/2016,Midnight Special,"$18,000,000","$3,712,282","$7,680,250",11392532.0,Loss
541,11/25/2016,Miss Sloane,"$18,000,000","$3,500,605","$5,946,983",9447588.0,Loss
542,9/27/2013,Metallica Through the Never,"$18,000,000","$3,419,967","$9,082,906",12502873.0,Loss
543,3/17/2017,T2: Trainspotting,"$18,000,000","$2,402,004","$42,074,024",44476028.0,Profit
544,3/1/2013,Phantom,"$18,000,000","$1,034,589","$1,199,510",2234099.0,Loss
545,11/27/2013,Black Nativity,"$17,500,000","$7,018,188","$7,285,135",14303323.0,Loss
546,4/6/2018,A Quiet Place,"$17,000,000","$185,460,343","$324,260,343",509720686.0,Profit
547,8/13/2014,Letâs Be Cops,"$17,000,000","$82,390,774","$136,890,774",219281548.0,Profit
548,11/15/2013,The Best Man Holiday,"$17,000,000","$70,525,195","$72,835,710",143360905.0,Profit
549,4/5/2013,Evil Dead,"$17,000,000","$54,239,856","$97,778,356",152018212.0,Profit
550,2/20/2015,"McFarland, USA","$17,000,000","$44,480,275","$45,707,924",90188199.0,Profit
551,11/11/2016,Almost Christmas,"$17,000,000","$42,065,185","$42,493,506",84558691.0,Profit
552,6/10/2016,Genius,"$17,000,000","$1,361,045","$5,653,176",7014221.0,Loss
553,6/26/2015,Escobar: Paradise Lost,"$17,000,000","$195,792","$1,973,945",2169737.0,Loss
554,3/11/2016,The Young Messiah,"$16,800,000","$6,469,813","$7,313,697",13783510.0,Loss
555,10/3/2014,Left Behind,"$16,000,000","$14,019,924","$20,769,209",34789133.0,Profit
