,date,name,budget,domesticgross,worldwidegross,Total,Result
556,11/18/2016,Bleed for This,"$16,000,000","$5,083,906","$6,248,077",11331983.0,Loss
557,11/14/2014,The Homesman,"$16,000,000","$2,429,989","$8,217,571",10647560.0,Loss
558,4/5/2013,Trance,"$16,000,000","$2,322,593","$22,594,052",24916645.0,Profit
559,5/16/2014,The Immigrant,"$16,000,000","$2,013,456","$7,585,011",9598467.0,Loss
560,10/1/2014,"Men, Women and Children","$16,000,000","$705,908","$1,705,908",2411816.0,Loss
561,8/11/2017,Annabelle: Creation,"$15,000,000","$102,092,201","$305,492,201",407584402.0,Profit
562,10/25/2013,Jackass Presents: Bad Grandpa,"$15,000,000","$102,003,019","$160,903,019",262906038.0,Profit
563,11/28/2014,The Imitation Game,"$15,000,000","$91,125,143","$227,773,686",318898829.0,Profit
564,1/18/2013,Mama,"$15,000,000","$71,628,180","$148,095,566",219723746.0,Profit
565,2/22/2013,Snitch,"$15,000,000","$42,930,462","$57,907,734",100838196.0,Profit
566,12/4/2015,Krampus,"$15,000,000","$42,725,475","$61,788,393",104513868.0,Profit
567,12/3/2014,Wild,"$15,000,000","$37,880,356","$52,460,543",90340899.0,Profit
568,11/7/2014,The Theory of Everything,"$15,000,000","$35,893,537","$123,327,692",159221229.0,Profit
569,8/22/2014,When the Game Stands Tall,"$15,000,000","$30,127,963","$30,138,912",60266875.0,Profit
570,9/8/2017,Home Again,"$15,000,000","$27,020,284","$37,337,061",64357345.0,Profit
571,8/27/2014,The November Man,"$15,000,000","$25,018,119","$34,820,335",59838454.0,Profit
572,3/29/2013,The Place Beyond the Pines,"$15,000,000","$21,403,519","$47,011,449",68414968.0,Profit
573,4/29/2016,Keanu,"$15,000,000","$20,591,853","$20,688,141",41279994.0,Profit
574,7/25/2014,A Most Wanted Man,"$15,000,000","$17,237,855","$36,068,890",53306745.0,Profit
575,1/20/2017,The Founder,"$15,000,000","$12,786,053","$18,518,891",31304944.0,Profit
576,5/10/2013,Peeples,"$15,000,000","$9,177,065","$9,307,166",18484231.0,Profit
577,1/4/2013,Promised Land,"$15,000,000","$7,597,898","$12,394,562",19992460.0,Profit
578,10/30/2015,Scouts Guide to the Zombie Apocalypse,"$15,000,000","$3,703,046","$15,554,855",19257901.0,Profit
579,10/16/2015,Nie yin niang,"$15,000,000","$632,542","$6,832,542",7465084.0,Loss
580,4/26/2013,The Reluctant Fundamentalist,"$15,000,000","$528,731","$528,731",1057462.0,Loss
581,9/6/2013,Winnie Mandela,"$15,000,000","$61,847","$61,847",123694.0,Loss
582,7/1/2015,Magic Mike XXL,"$14,500,000","$66,013,057","$123,709,460",189722517.0,Profit
583,2/20/2015,Hot Tub Time Machine 2,"$14,000,000","$12,314,651","$12,452,601",24767252.0,Profit
584,10/23/2015,Suffragette,"$14,000,000","$4,702,420","$34,044,909",38747329.0,Profit
585,12/19/2014,Mr. Turner,"$14,000,000","$3,958,546","$25,187,026",29145572.0,Profit
586,4/4/2014,Under the Skin,"$13,300,000","$2,614,251","$7,229,933",9844184.0,Loss
587,9/12/2014,No Good Deed,"$13,200,000","$52,543,632","$54,323,210",106866842.0,Profit
588,3/16/2016,Miracles from Heaven,"$13,000,000","$61,705,123","$73,798,720",135503843.0,Profit
589,6/24/2016,The Shallows,"$13,000,000","$55,121,623","$118,888,025",174009648.0,Profit
590,2/14/2014,About Last Night,"$13,000,000","$48,637,684","$50,445,860",99083544.0,Profit
591,10/10/2014,St. Vincent,"$13,000,000","$44,137,712","$54,837,234",98974946.0,Profit
592,7/2/2014,Earth to Echo,"$13,000,000","$38,934,842","$42,174,545",81109387.0,Profit
593,3/1/2013,21 and Over,"$13,000,000","$25,682,380","$42,195,766",67878146.0,Profit
594,4/10/2015,Ex Machina,"$13,000,000","$25,440,971","$38,976,797",64417768.0,Profit
595,3/11/2016,Eye in the Sky,"$13,000,000","$18,704,596","$34,916,128",53620724.0,Profit
596,3/22/2013,Admission,"$13,000,000","$18,007,317","$18,733,666",36740983.0,Profit
597,10/16/2015,Room,"$13,000,000","$14,677,674","$36,262,783",50940457.0,Profit
598,10/16/2015,Woodlawn,"$13,000,000","$14,394,097","$14,403,703",28797800.0,Profit
599,7/24/2015,The Vatican Tapes,"$13,000,000","$1,784,763","$14,999,638",16784401.0,Profit
600,8/14/2015,Brothers,"$13,000,000","$656,688","$17,856,688",18513376.0,Profit
601,3/15/2013,The Call,"$12,800,000","$51,872,378","$69,821,476",121693854.0,Profit
602,8/5/2016,Operation Chromite,"$12,700,000","$1,022,720","$49,196,532",50219252.0,Profit
603,9/12/2014,The Drop,"$12,600,000","$10,724,389","$19,054,534",29778923.0,Profit
604,3/1/2013,Ernest et Celestine,"$12,500,000","$292,562","$9,376,444",9669006.0,Loss
605,6/6/2014,The Fault in Our Stars,"$12,000,000","$124,872,350","$307,166,834",432039184.0,Profit
606,4/16/2014,Heaven is for Real,"$12,000,000","$91,386,097","$100,919,111",192305208.0,Profit
607,11/10/2017,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$154,167,354",208681094.0,Profit
608,11/25/2016,Lion,"$12,000,000","$51,739,495","$147,539,495",199278990.0,Profit
609,5/4/2018,Overboard,"$12,000,000","$47,557,579","$80,627,579",128185158.0,Profit
610,11/22/2013,Philomena,"$12,000,000","$37,709,979","$98,963,392",136673371.0,Profit
611,7/24/2015,Paper Towns,"$12,000,000","$32,000,304","$85,512,300",117512604.0,Profit
612,8/12/2016,Hell or High Water,"$12,000,000","$27,007,844","$37,584,304",64592148.0,Profit
613,12/12/2014,Top Five,"$12,000,000","$25,317,379","$25,514,848",50832227.0,Profit
614,1/30/2015,Project Almanac,"$12,000,000","$22,348,241","$32,909,437",55257678.0,Profit
615,11/15/2013,Nebraska,"$12,000,000","$17,654,912","$24,761,360",42416272.0,Profit
616,11/1/2013,About Time,"$12,000,000","$15,323,921","$89,309,178",104633099.0,Profit
617,7/14/2017,Wish Upon,"$12,000,000","$14,301,505","$23,477,345",37778850.0,Profit
618,4/21/2017,Unforgettable,"$12,000,000","$11,368,012","$16,237,738",27605750.0,Profit
619,10/13/2017,Marshall,"$12,000,000","$10,051,659","$10,111,433",20163092.0,Profit
620,11/15/2013,La grande bellezza,"$12,000,000","$2,883,879","$29,549,145",32433024.0,Profit
621,3/1/2013,Stoker,"$12,000,000","$1,703,125","$12,034,913",13738038.0,Profit
622,10/9/2015,Trash,"$12,000,000","$17,484","$6,553,186",6570670.0,Loss
623,11/11/2015,10 Days in a Madhouse,"$12,000,000","$14,616","$14,616",29232.0,Loss
624,9/23/2016,The Dressmaker,"$11,900,000","$2,022,115","$24,041,617",26063732.0,Profit
625,11/20/2015,Carol,"$11,800,000","$12,711,491","$43,143,595",55855086.0,Profit
626,1/22/2016,Dirty Grandpa,"$11,500,000","$35,593,113","$105,241,410",140834523.0,Profit
627,8/22/2014,If I Stay,"$11,000,000","$50,474,843","$78,356,170",128831013.0,Profit
628,11/4/2015,Brooklyn,"$11,000,000","$38,322,743","$62,076,141",100398884.0,Profit
629,4/1/2015,Woman in Gold,"$11,000,000","$33,307,793","$56,991,059",90298852.0,Profit
630,12/8/2017,"I, Tonya","$11,000,000","$30,014,534","$46,406,819",76421353.0,Profit
631,1/11/2013,Quartet,"$11,000,000","$18,388,357","$56,178,935",74567292.0,Profit
632,12/6/2013,Inside Llewyn Davis,"$11,000,000","$13,248,209","$32,943,247",46191456.0,Profit
633,12/6/2013,The Last Days on Mars,"$10,600,000","$24,084","$261,364",285448.0,Loss
634,8/26/2016,Donât Breathe,"$10,000,000","$89,217,875","$159,047,649",248265524.0,Profit
635,7/1/2016,The Purge: Election Year,"$10,000,000","$79,042,440","$118,557,124",197599564.0,Profit
636,5/18/2018,Book Club,"$10,000,000","$56,874,124","$61,609,635",118483759.0,Profit
637,6/5/2015,Insidious Chapter 3,"$10,000,000","$52,218,558","$120,678,444",172897002.0,Profit
638,11/3/2017,Lady Bird,"$10,000,000","$48,958,273","$77,057,552",126015825.0,Profit
639,3/16/2018,"Love, Simon","$10,000,000","$40,823,927","$57,220,846",98044773.0,Profit
640,10/27/2017,Jigsaw,"$10,000,000","$38,052,832","$102,630,330",140683162.0,Profit
641,1/22/2016,The Boy,"$10,000,000","$35,819,556","$68,220,952",104040508.0,Profit
642,5/19/2017,"Everything, Everything","$10,000,000","$34,121,140","$61,621,140",95742280.0,Profit
643,3/6/2015,The Second Best Exotic Marigold Hotel,"$10,000,000","$33,078,266","$90,384,306",123462572.0,Profit
644,4/28/2017,How to Be a Latin Lover,"$10,000,000","$32,149,404","$62,556,228",94705632.0,Profit
645,9/9/2016,When the Bough Breaks,"$10,000,000","$29,747,603","$30,768,449",60516052.0,Profit
646,8/30/2013,One Direction: This is Us,"$10,000,000","$28,873,374","$68,541,786",97415160.0,Profit
647,8/21/2015,Sinister 2,"$10,000,000","$27,740,955","$54,104,225",81845180.0,Profit
648,1/8/2016,The Forest,"$10,000,000","$26,594,261","$40,579,218",67173479.0,Profit
649,10/14/2016,Kevin Hart: What Now?,"$10,000,000","$23,591,043","$23,591,043",47182086.0,Profit
650,4/26/2013,Mud,"$10,000,000","$21,590,086","$31,556,959",53147045.0,Profit
651,9/16/2016,Blair Witch,"$10,000,000","$20,777,061","$37,493,221",58270282.0,Profit
652,10/23/2015,Paranormal Activity: The Ghost Dimension,"$10,000,000","$18,297,124","$78,096,553",96393677.0,Profit
653,10/7/2016,The Birth of a Nation,"$10,000,000","$15,861,566","$16,847,879",32709445.0,Profit
654,12/25/2014,Big Eyes,"$10,000,000","$14,482,031","$27,317,872",41799903.0,Profit
655,6/8/2018,Hereditary,"$10,000,000","$13,030,000","$16,530,000",29560000.0,Profit
656,1/25/2013,Movie 43,"$10,000,000","$8,840,453","$31,164,747",40005200.0,Profit
657,3/14/2014,Bad Words,"$10,000,000","$7,779,614","$7,843,145",15622759.0,Profit
658,3/27/2015,While We're Young,"$10,000,000","$7,582,065","$13,423,176",21005241.0,Profit
659,11/11/2016,Shut In,"$10,000,000","$6,900,335","$11,361,962",18262297.0,Profit
660,3/20/2015,Danny Collins,"$10,000,000","$5,637,066","$7,501,132",13138198.0,Profit
661,3/30/2016,Everybody Wants Some,"$10,000,000","$3,400,278","$5,437,126",8837404.0,Loss
662,11/14/2014,Rosewater,"$10,000,000","$3,128,941","$3,168,858",6297799.0,Loss
663,5/3/2013,The Iceman,"$10,000,000","$1,930,282","$3,623,609",5553891.0,Loss
664,4/21/2017,Free Fire,"$10,000,000","$1,799,322","$3,793,739",5593061.0,Loss
665,3/21/2014,50 to 1,"$10,000,000","$1,069,454","$1,069,454",2138908.0,Loss
666,10/4/2013,Parkland,"$10,000,000","$641,439","$1,616,353",2257792.0,Loss
667,5/3/2013,"Cinco de Mayo, La Batalla","$10,000,000","$173,472","$173,472",346944.0,Loss
668,9/9/2016,Kicks,"$10,000,000","$150,191","$150,191",300382.0,Loss
669,11/7/2014,Elsa & Fred,"$10,000,000","$67,657","$109,144",176801.0,Loss
670,7/10/2015,Strangerland,"$10,000,000","$17,472","$161,097",178569.0,Loss
671,3/13/2015,Hross i oss,"$10,000,000","$11,894","$11,894",23788.0,Loss
672,12/26/2014,Barbecue,"$10,000,000",$388,"$173,613",174001.0,Loss
673,7/18/2014,The Purge: Anarchy,"$9,000,000","$71,562,550","$111,534,881",183097431.0,Profit
674,10/21/2016,Ouija: Origin of Evil,"$9,000,000","$35,144,505","$81,831,866",116976371.0,Profit
675,1/30/2015,Black or White,"$9,000,000","$21,571,189","$21,571,189",43142378.0,Profit
676,11/18/2016,The Edge of Seventeen,"$9,000,000","$14,431,633","$18,802,255",33233888.0,Profit
677,12/2/2016,Jackie,"$9,000,000","$13,960,394","$25,969,736",39930130.0,Profit
678,11/4/2016,Loving,"$9,000,000","$7,710,234","$12,927,162",20637396.0,Profit
679,8/26/2016,Greater,"$9,000,000","$2,000,093","$2,000,093",4000186.0,Loss
680,5/6/2016,Dheepan,"$9,000,000","$248,795","$7,714,549",7963344.0,Loss
681,5/8/2015,Skin Trade,"$9,000,000","$1,242","$1,242",2484.0,Loss
682,11/13/2015,Heist,"$8,900,000","$50,136","$3,324,184",3374320.0,Loss
683,11/18/2016,Manchester by the Sea,"$8,500,000","$47,695,371","$77,761,947",125457318.0,Profit
684,2/20/2015,The DUFF,"$8,500,000","$34,030,343","$43,528,634",77558977.0,Profit
685,10/31/2014,Nightcrawler,"$8,500,000","$32,381,218","$50,334,418",82715636.0,Profit
686,9/27/2013,Baggage Claim,"$8,500,000","$21,569,509","$22,885,836",44455345.0,Profit
687,10/7/2016,Middle School: The Worst Years of My Life,"$8,500,000","$20,007,149","$23,311,425",43318574.0,Profit
688,10/18/2013,All is Lost,"$8,500,000","$6,263,670","$10,386,814",16650484.0,Profit
689,6/13/2014,The Rover,"$8,500,000","$1,109,199","$3,180,252",4289451.0,Loss
690,5/31/2013,Yeh Jawaani Hai Deewani,"$8,300,000","$3,827,466","$50,827,466",54654932.0,Profit
691,1/31/2014,That Awkward Moment,"$8,000,000","$26,068,955","$53,068,955",79137910.0,Profit
692,9/18/2013,Enough Said,"$8,000,000","$17,550,872","$25,621,449",43172321.0,Profit
693,6/27/2014,Begin Again,"$8,000,000","$16,170,632","$68,838,736",85009368.0,Profit
694,6/12/2015,Me and Earl and the Dying Girl,"$8,000,000","$6,758,416","$9,266,180",16024596.0,Profit
695,9/2/2016,Morgan,"$8,000,000","$3,915,251","$7,298,786",11214037.0,Profit
696,12/30/2015,Anomalisa,"$8,000,000","$3,759,286","$5,538,273",9297559.0,Profit
697,11/18/2016,A Street Cat Named Bob,"$8,000,000","$82,703","$8,370,555",8453258.0,Profit
698,5/22/2015,Aloft,"$8,000,000","$53,086","$53,086",106172.0,Loss
699,4/14/2015,Loin des hommes,"$7,700,000","$5,336","$1,080,428",1085764.0,Loss
700,6/24/2016,The Neon Demon,"$7,500,000","$1,333,124","$3,559,803",4892927.0,Loss
701,4/13/2018,Borg vs McEnroe,"$7,500,000","$231,346","$3,086,175",3317521.0,Loss
702,1/13/2017,The Bye Bye Man,"$7,400,000","$22,395,806","$25,863,405",48259211.0,Profit
703,3/16/2018,I Can Only Imagine,"$7,000,000","$83,196,367","$84,682,252",167878619.0,Profit
704,6/19/2015,Dope,"$7,000,000","$17,506,470","$18,190,831",35697301.0,Profit
705,1/17/2014,Devil's Due,"$7,000,000","$15,821,461","$36,146,087",51967548.0,Profit
706,11/14/2014,Beyond the Lights,"$7,000,000","$14,618,727","$14,618,727",29237454.0,Profit
707,11/15/2013,The Christmas Candle,"$7,000,000","$1,632,000","$1,933,829",3565829.0,Loss
708,10/2/2015,Freeheld,"$7,000,000","$546,201","$1,732,228",2278429.0,Loss
709,4/2/2014,Dom Hemingway,"$7,000,000","$523,511","$1,857,458",2380969.0,Loss
710,1/30/2015,Trudno byt bogom,"$7,000,000","$31,443","$35,919",67362.0,Loss
711,10/3/2014,Annabelle,"$6,500,000","$84,273,813","$256,862,920",341136733.0,Profit
712,5/31/2013,The East,"$6,500,000","$2,274,649","$3,027,956",5302605.0,Loss
713,5/11/2018,Breaking In,"$6,000,000","$43,987,185","$46,487,185",90474370.0,Profit
714,7/18/2014,Wish I Was Here,"$6,000,000","$3,591,299","$6,591,365",10182664.0,Profit
715,3/14/2014,Veronica Mars,"$6,000,000","$3,322,127","$3,485,383",6807510.0,Profit
716,1/23/2015,Song One,"$6,000,000","$32,251","$437,089",469340.0,Loss
717,9/27/2013,Don Jon,"$5,500,000","$24,477,704","$41,268,579",65746283.0,Profit
718,1/23/2015,R100,"$5,500,000","$24,956","$24,956",49912.0,Loss
719,10/11/2013,La Vie d'AdÃ¨le â Chapitres 1 & 2,"$5,250,000","$2,450,504","$22,934,370",25384874.0,Profit
720,2/24/2017,Get Out,"$5,000,000","$176,040,665","$255,209,057",431249722.0,Profit
721,1/20/2017,Split,"$5,000,000","$138,141,585","$278,449,984",416591569.0,Profit
722,9/13/2013,Insidious Chapter 2,"$5,000,000","$83,586,447","$161,921,515",245507962.0,Profit
723,3/11/2016,10 Cloverfield Lane,"$5,000,000","$72,082,999","$108,286,422",180369421.0,Profit
724,7/22/2016,Lights Out,"$5,000,000","$67,268,835","$148,868,835",216137670.0,Profit
725,9/11/2015,The Visit,"$5,000,000","$65,206,105","$98,689,296",163895401.0,Profit
726,10/13/2017,Happy Death Day,"$5,000,000","$55,683,845","$124,967,272",180651117.0,Profit
727,10/24/2014,Ouija,"$5,000,000","$50,856,010","$103,683,342",154539352.0,Profit
728,8/30/2013,No se Aceptan Devoluciones,"$5,000,000","$44,467,206","$100,486,616",144953822.0,Profit
729,8/7/2015,The Gift,"$5,000,000","$43,787,265","$58,978,653",102765918.0,Profit
730,6/23/2017,The Big Sick,"$5,000,000","$42,872,467","$53,005,448",95877915.0,Profit
731,1/3/2014,Paranormal Activity: The Marked Ones,"$5,000,000","$32,462,372","$87,251,115",119713487.0,Profit
732,4/11/2014,Oculus,"$5,000,000","$27,695,246","$44,115,496",71810742.0,Profit
733,11/1/2013,Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845",87910130.0,Profit
734,8/26/2015,No Escape,"$5,000,000","$27,288,872","$42,844,516",70133388.0,Profit
735,2/27/2015,The Lazarus Effect,"$5,000,000","$25,801,570","$35,341,814",61143384.0,Profit
736,7/5/2013,The Way Way Back,"$5,000,000","$21,502,690","$26,853,810",48356500.0,Profit
737,8/29/2014,"As Above, So Below","$5,000,000","$21,222,315","$41,824,066",63046381.0,Profit
738,4/1/2016,Godâs Not Dead 2,"$5,000,000","$20,773,069","$23,562,057",44335126.0,Profit
739,2/19/2016,Race,"$5,000,000","$19,115,191","$22,178,125",41293316.0,Profit
740,1/16/2015,Still Alice,"$5,000,000","$18,656,400","$41,699,612",60356012.0,Profit
741,3/23/2018,"Paul, Apostle of Christ","$5,000,000","$17,547,999","$23,194,175",40742174.0,Profit
742,10/10/2014,Addicted,"$5,000,000","$17,390,770","$17,499,242",34890012.0,Profit
743,3/15/2013,Spring Breakers,"$5,000,000","$14,124,286","$31,149,251",45273537.0,Profit
744,6/9/2017,It Comes at Night,"$5,000,000","$13,985,117","$19,720,203",33705320.0,Profit
745,7/15/2016,Hillaryâs America: The Secret History of the Democratic Party,"$5,000,000","$13,099,931","$13,099,931",26199862.0,Profit
746,1/29/2016,Fifty Shades of Black,"$5,000,000","$11,686,940","$21,152,319",32839259.0,Profit
747,5/9/2014,Momsâ Night Out,"$5,000,000","$10,429,707","$10,537,341",20967048.0,Profit
748,3/17/2017,The Belko Experiment,"$5,000,000","$10,166,820","$10,753,399",20920219.0,Profit
749,3/11/2016,The Perfect Match,"$5,000,000","$9,669,521","$9,669,521",19339042.0,Profit
750,9/11/2015,90 Minutes in Heaven,"$5,000,000","$4,816,142","$4,816,142",9632284.0,Profit
751,12/2/2016,Incarnate,"$5,000,000","$4,799,774","$7,041,835",11841609.0,Profit
752,3/3/2017,Table 19,"$5,000,000","$3,614,896","$4,620,399",8235295.0,Profit
753,4/15/2016,Green Room,"$5,000,000","$3,220,371","$3,807,503",7027874.0,Profit
754,10/10/2014,Kill the Messenger,"$5,000,000","$2,450,846","$6,656,705",9107551.0,Profit
755,10/23/2015,Jem and the Holograms,"$5,000,000","$2,184,640","$2,368,937",4553577.0,Loss
756,12/28/2016,Paterson,"$5,000,000","$2,141,423","$10,762,654",12904077.0,Profit
757,9/12/2014,Atlas Shrugged: Who Is John Galt?,"$5,000,000","$851,690","$851,690",1703380.0,Loss
758,8/16/2013,Ain't Them Bodies Saints,"$5,000,000","$391,611","$1,075,009",1466620.0,Loss
759,9/26/2014,Jimi: All is By My Side,"$5,000,000","$340,911","$927,074",1267985.0,Loss
760,8/7/2015,Cop Car,"$5,000,000","$134,552","$143,658",278210.0,Loss
761,10/17/2014,Rudderless,"$5,000,000","$56,001","$567,219",623220.0,Loss
762,5/15/2015,Area 51,"$5,000,000","$7,556","$7,556",15112.0,Loss
763,1/23/2015,Mommy,"$4,900,000","$3,498,695","$17,554,183",21052878.0,Profit
764,7/19/2013,Only God Forgives,"$4,800,000","$775,849","$4,494,560",5270409.0,Profit
765,3/25/2016,The Lobster,"$4,500,000","$9,196,278","$18,050,296",27246574.0,Profit
766,5/8/2015,Maggie,"$4,500,000","$187,112","$597,989",785101.0,Loss
767,3/1/2013,The Sweeney,"$4,500,000","$26,345","$8,000,366",8026711.0,Profit
768,9/4/2014,Falcon Rising,"$4,500,000","$11,774","$11,774",23548.0,Loss
769,1/23/2015,The Boy Next Door,"$4,000,000","$36,006,065","$53,401,938",89408003.0,Profit
770,7/11/2014,Boyhood,"$4,000,000","$25,379,975","$57,273,049",82653024.0,Profit
771,4/18/2014,A Haunted House 2,"$4,000,000","$17,329,487","$21,206,861",38536348.0,Profit
772,3/1/2013,The Last Exorcism Part II,"$4,000,000","$15,179,303","$25,448,707",40628010.0,Profit
773,5/13/2016,The Darkness,"$4,000,000","$10,753,574","$10,898,293",21651867.0,Profit
774,6/13/2014,The Signal,"$4,000,000","$600,896","$2,665,322",3266218.0,Loss
775,3/7/2014,The Face of Love,"$4,000,000","$385,069","$1,158,877",1543946.0,Loss
776,4/11/2014,Joe,"$4,000,000","$373,375","$373,375",746750.0,Loss
777,8/25/2017,Polina danser sa vie,"$4,000,000","$165,203","$212,723",377926.0,Loss
778,4/10/2015,Desert Dancer,"$4,000,000","$155,271","$324,218",479489.0,Loss
779,1/30/2015,"Guten Tag, Ramon","$4,000,000","$154,356","$4,854,356",5008712.0,Profit
780,6/19/2015,Manglehorn,"$4,000,000","$132,270","$797,439",929709.0,Loss
781,2/27/2015,Praia do Futuro,"$4,000,000","$20,620","$760,678",781298.0,Loss
782,2/22/2013,Inescapable,"$4,000,000","$4,327","$4,327",8654.0,Loss
783,3/10/2017,Raw,"$3,800,000","$514,870","$3,331,007",3845877.0,Profit
784,4/13/2018,Truth or Dare,"$3,500,000","$40,717,020","$87,517,020",128234040.0,Profit
785,2/19/2016,The Witch,"$3,500,000","$25,138,705","$40,454,520",65593225.0,Profit
786,2/2/2018,Winchester,"$3,500,000","$25,091,816","$38,690,848",63782664.0,Profit
787,2/22/2013,Dark Skies,"$3,500,000","$17,418,667","$27,704,111",45122778.0,Profit
788,1/19/2018,Forever My Girl,"$3,500,000","$16,376,066","$16,376,066",32752132.0,Profit
789,3/18/2016,The Bronze,"$3,500,000","$615,816","$615,816",1231632.0,Loss
790,1/8/2016,The Masked Saint,"$3,500,000","$182,695","$182,695",365390.0,Loss
791,6/3/2016,Time to Choose,"$3,500,000","$29,233","$29,233",58466.0,Loss
792,5/17/2013,Jagten,"$3,450,000","$687,185","$18,309,793",18996978.0,Profit
793,10/10/2014,Whiplash,"$3,300,000","$13,092,006","$33,474,334",46566340.0,Profit
794,4/22/2016,The Meddler,"$3,200,000","$4,267,219","$5,526,942",9794161.0,Profit
795,8/28/2015,War Room,"$3,000,000","$67,790,117","$73,975,239",141765356.0,Profit
796,6/7/2013,The Purge,"$3,000,000","$64,473,115","$91,266,581",155739696.0,Profit
797,5/24/2013,Before Midnight,"$3,000,000","$8,110,621","$23,251,930",31362551.0,Profit
798,7/22/2016,Donât Think Twice,"$3,000,000","$4,417,983","$4,417,983",8835966.0,Profit
799,6/24/2016,Swiss Army Man,"$3,000,000","$4,210,454","$5,837,111",10047565.0,Profit
800,5/17/2013,Frances Ha,"$3,000,000","$4,067,398","$11,262,769",15330167.0,Profit
801,4/22/2016,Compadres,"$3,000,000","$3,127,773","$7,445,044",10572817.0,Profit
802,9/19/2014,Tusk,"$3,000,000","$1,821,983","$1,857,688",3679671.0,Profit
803,8/15/2014,Fort McCoy,"$3,000,000","$78,948","$78,948",157896.0,Loss
804,9/4/2015,Before We Go,"$3,000,000","$37,151","$483,938",521089.0,Loss
805,5/2/2014,Ida,"$2,600,000","$3,827,060","$15,298,355",19125415.0,Profit
806,1/11/2013,A Haunted House,"$2,500,000","$40,041,683","$59,922,558",99964241.0,Profit
807,7/3/2013,Kevin Hart: Let Me Explain,"$2,500,000","$32,244,051","$32,327,255",64571306.0,Profit
808,8/2/2013,The Spectacular Now,"$2,500,000","$6,852,971","$6,916,951",13769922.0,Profit
809,6/24/2016,Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,238,220",28443691.0,Profit
810,3/1/2013,The Lost Medallion: The Adventures of Billy Stone,"$2,500,000","$549,632","$549,632",1099264.0,Loss
811,8/16/2013,Underdogs,"$2,500,000","$35,017","$35,017",70034.0,Loss
812,3/20/2015,Do You Believe?,"$2,300,000","$12,985,600","$14,305,450",27291050.0,Profit
813,9/5/2014,Frontera,"$2,300,000","$59,696","$59,696",119392.0,Loss
814,10/16/2016,Mi America,"$2,100,000","$3,330","$3,330",6660.0,Loss
815,3/13/2015,It Follows,"$2,000,000","$14,674,077","$23,250,755",37924832.0,Profit
816,10/10/2014,Meet the Mormons,"$2,000,000","$6,047,363","$6,049,171",12096534.0,Profit
817,8/25/2017,All Saints,"$2,000,000","$5,802,208","$5,941,994",11744202.0,Profit
818,8/28/2015,We Are Your Friends,"$2,000,000","$3,591,417","$10,166,209",13757626.0,Profit
819,9/18/2015,Captive,"$2,000,000","$2,583,301","$2,791,973",5375274.0,Profit
820,1/20/2017,The Resurrection of Gavin Stone,"$2,000,000","$2,303,792","$2,303,792",4607584.0,Profit
821,8/7/2015,The Diary of a Teenage Girl,"$2,000,000","$1,477,002","$2,279,959",3756961.0,Profit
822,11/28/2014,The Babadook,"$2,000,000","$950,792","$7,482,387",8433179.0,Profit
823,2/13/2015,The Last Five Years,"$2,000,000","$147,299","$147,299",294598.0,Loss
824,9/19/2014,Pump,"$2,000,000","$72,277","$72,277",144554.0,Loss
825,4/7/2015,Lost River,"$2,000,000","$45,431","$73,806",119237.0,Loss
826,2/3/2017,Growing up Smith,"$2,000,000","$35,312","$35,312",70624.0,Loss
827,9/13/2013,Plush,"$2,000,000","$3,080","$28,864",31944.0,Loss
828,4/24/2015,Brotherly Love,"$1,900,000","$478,595","$478,595",957190.0,Loss
829,2/8/2013,ABCD (Any Body Can Dance),"$1,900,000","$222,098","$10,137,234",10359332.0,Profit
830,2/28/2014,The Lunchbox,"$1,700,000","$4,231,500","$12,231,500",16463000.0,Profit
831,10/4/2013,Grace Unplugged,"$1,700,000","$2,507,159","$2,507,159",5014318.0,Profit
832,12/18/2015,Saul fia,"$1,700,000","$1,777,043","$9,696,537",11473580.0,Profit
833,9/26/2014,Two Night Stand,"$1,600,000","$15,600","$868,081",883681.0,Loss
834,10/21/2016,Moonlight,"$1,500,000","$27,854,931","$65,330,558",93185489.0,Profit
835,7/26/2013,The To Do List,"$1,500,000","$3,491,669","$4,128,828",7620497.0,Profit
836,2/1/2013,The Gatekeepers,"$1,500,000","$2,408,553","$2,592,308",5000861.0,Profit
837,10/21/2016,Iâm Not Ashamed,"$1,500,000","$2,082,980","$2,082,980",4165960.0,Profit
838,4/19/2013,The Lords of Salem,"$1,500,000","$1,165,881","$1,541,131",2707012.0,Profit
839,4/22/2016,Unsullied,"$1,500,000","$510,957","$510,957",1021914.0,Loss
840,3/6/2015,Road Hard,"$1,500,000","$113,169","$113,169",226338.0,Loss
841,9/28/2015,"Me, You and Five Bucks","$1,500,000","$2,105","$2,105",4210.0,Loss
842,10/3/2014,La chambre bleue,"$1,400,000","$260,441","$1,945,420",2205861.0,Profit
843,4/5/2013,Eddie: The Sleepwalking Cannibal,"$1,400,000","$1,632","$1,632",3264.0,Loss
844,1/30/2015,Above and Beyond,"$1,300,000","$288,751","$288,751",577502.0,Loss
845,6/13/2014,Los insolitos peces gato,"$1,300,000","$11,278","$16,653",27931.0,Loss
846,4/19/2013,Filly Brown,"$1,250,000","$2,850,357","$2,940,411",5790768.0,Profit
